GS.WDT.2008183000000.BHE[115335, 117675]
GS.WXT.2008207000000.BHZ[7201785, 7204635]
GS.WXT.2008207000000.BHZ[7520830, 7522900]
GS.WXT.2008207000000.BHZ[7615520, 7617800]
GS.WXT.2008207000000.BHZ[8056680, 8062470]
GS.WXT.2008207000000.BHZ[8525635, 8527435]
GS.WXT.2008207000000.BHZ[8548140, 8551530]
SN.LUYA.2008200000000.BHE[6625220, 6629810]
SN.LUYA.2008200000000.BHE[7769980, 7773070]
SN.MIAX.2008190000000.BHZ[2799055, 2802145]
SN.MIAX.2008190000000.BHZ[3772275, 3775815]
SN.MIAX.2008190000000.BHZ[4019555, 4022165]
SN.MIAX.2008190000000.BHZ[7201340, 7204070]
SN.MIAX.2008183000000.BHE[2266445, 2267675]
SN.MIAX.2008183000000.BHE[3580010, 3586580]
SN.MIAX.2008183000000.BHE[3881710, 3886570]
SN.MIAX.2008183000000.BHE[4190005, 4198285]
SN.MIAX.2008183000000.BHE[4855345, 4856815]
SN.MIAX.2008183000000.BHE[7152865, 7158115]
SN.MIAX.2008183000000.BHE[8310050, 8313980]
SN.MIAX.2008183000000.BHE[8552680, 8558590]
SN.MIAX.2008183000000.BHE[8594955, 8599785]
SN.LUYA.2008208000000.BHN[1245305, 1248125]
SN.LUYA.2008208000000.BHN[4115330, 4117430]
SN.LUYA.2008208000000.BHN[4593035, 4595405]
SN.LUYA.2008208000000.BHN[5847655, 5850145]
SN.LUYA.2008208000000.BHN[6146915, 6154595]
SN.LUYA.2008192000000.BHN[5077540, 5087650]
SN.LUYA.2008192000000.BHN[7025105, 7030655]
GS.WXT.2008183000000.BHN[63930, 65370]
GS.WXT.2008183000000.BHN[68580, 71880]
GS.WXT.2008183000000.BHN[75125, 77315]
GS.WXT.2008183000000.BHN[79885, 81895]
GS.WXT.2008183000000.BHN[154265, 155735]
GS.WXT.2008183000000.BHN[158580, 160920]
GS.WXT.2008183000000.BHN[187150, 189100]
GS.WXT.2008183000000.BHN[191460, 193410]
GS.WXT.2008183000000.BHN[215140, 217840]
GS.WXT.2008183000000.BHN[225100, 227290]
GS.WXT.2008183000000.BHN[236905, 239185]
GS.WXT.2008183000000.BHN[241520, 242930]
GS.WXT.2008183000000.BHN[251105, 254105]
GS.WXT.2008183000000.BHN[261240, 263970]
GS.WXT.2008183000000.BHN[311995, 313285]
GS.WXT.2008183000000.BHN[328050, 329490]
GS.WXT.2008183000000.BHN[331630, 333250]
GS.WXT.2008183000000.BHN[332715, 336135]
GS.WXT.2008183000000.BHN[337590, 339360]
GS.WXT.2008183000000.BHN[344040, 345270]
GS.WXT.2008183000000.BHN[347455, 348745]
GS.WXT.2008183000000.BHN[425125, 426895]
GS.WXT.2008183000000.BHN[614010, 615450]
GS.WXT.2008183000000.BHN[653770, 655300]
GS.WXT.2008183000000.BHN[720590, 723500]
GS.WXT.2008183000000.BHN[764815, 766285]
GS.WXT.2008183000000.BHN[916630, 918040]
GS.WXT.2008183000000.BHN[960720, 962100]
GS.WXT.2008183000000.BHN[1068845, 1071635]
GS.WXT.2008183000000.BHN[1144350, 1145640]
GS.WXT.2008183000000.BHN[1147380, 1148550]
GS.WXT.2008183000000.BHN[1150080, 1151760]
GS.WXT.2008183000000.BHN[1151555, 1152995]
GS.WXT.2008183000000.BHN[1173065, 1174445]
GS.WXT.2008183000000.BHN[1263855, 1265685]
GS.WXT.2008183000000.BHN[1290495, 1292655]
GS.WXT.2008183000000.BHN[1304105, 1305905]
GS.WXT.2008183000000.BHN[1350430, 1353100]
GS.WXT.2008183000000.BHN[1362760, 1366120]
GS.WXT.2008183000000.BHN[1369510, 1372900]
GS.WXT.2008183000000.BHN[1670600, 1673270]
GS.WXT.2008183000000.BHN[1781825, 1783565]
GS.WXT.2008183000000.BHN[2358085, 2359495]
GS.WXT.2008183000000.BHN[2565475, 2567395]
GS.WXT.2008183000000.BHN[2717070, 2718990]
GS.WXT.2008183000000.BHN[2728955, 2730665]
GS.WXT.2008183000000.BHN[2792730, 2794770]
GS.WXT.2008183000000.BHN[2906645, 2907875]
GS.WXT.2008183000000.BHN[2964415, 2965615]
GS.WXT.2008183000000.BHN[2998155, 3001665]
GS.WXT.2008183000000.BHN[3047950, 3049630]
GS.WXT.2008183000000.BHN[3285545, 3286805]
GS.WXT.2008183000000.BHN[3320855, 3322145]
GS.WXT.2008183000000.BHN[3338170, 3341500]
GS.WXT.2008183000000.BHN[3565730, 3568160]
GS.WXT.2008183000000.BHN[3825985, 3830395]
GS.WXT.2008183000000.BHN[3979715, 3981215]
GS.WXT.2008183000000.BHN[3996070, 3998740]
GS.WXT.2008183000000.BHN[4092615, 4094805]
GS.WXT.2008183000000.BHN[4172855, 4174715]
GS.WXT.2008183000000.BHN[4455015, 4456965]
GS.WXT.2008183000000.BHN[4519410, 4521120]
GS.WXT.2008183000000.BHN[4666965, 4668705]
GS.WXT.2008183000000.BHN[5868190, 5870140]
GS.WXT.2008183000000.BHN[6081640, 6083920]
GS.WXT.2008183000000.BHN[6117465, 6120465]
GS.WXT.2008183000000.BHN[6374735, 6378215]
GS.WXT.2008183000000.BHN[6554450, 6556640]
GS.WXT.2008183000000.BHN[6680950, 6682750]
GS.WXT.2008183000000.BHN[7079145, 7081185]
GS.WXT.2008183000000.BHN[7204445, 7205645]
GS.WXT.2008183000000.BHN[7378975, 7380805]
GS.WXT.2008183000000.BHN[7465540, 7467400]
GS.WXT.2008183000000.BHN[7504375, 7506235]
GS.WXT.2008183000000.BHN[7564225, 7565905]
GS.WXT.2008183000000.BHN[7576950, 7579290]
GS.WXT.2008183000000.BHN[7629015, 7630725]
GS.WXT.2008183000000.BHN[7821605, 7823405]
GS.WXT.2008183000000.BHN[7839620, 7842650]
GS.WXT.2008183000000.BHN[7903550, 7905230]
GS.WXT.2008183000000.BHN[7993245, 7994835]
GS.WXT.2008183000000.BHN[8083835, 8085785]
GS.WXT.2008183000000.BHN[8451600, 8453160]
SN.MIAX.2008210000000.BHE[1380620, 1383470]
SN.MIAX.2008210000000.BHE[1670730, 1674660]
SN.MIAX.2008210000000.BHE[2237350, 2240410]
SN.MIAX.2008210000000.BHE[3551500, 3553000]
SN.MIAX.2008210000000.BHE[3731095, 3733525]
GS.WXT.2008191000000.BHE[70360, 72490]
GS.WXT.2008191000000.BHE[124440, 126690]
GS.WXT.2008191000000.BHE[332835, 334875]
GS.WXT.2008191000000.BHE[479905, 482725]
GS.WXT.2008191000000.BHE[729465, 730905]
GS.WXT.2008191000000.BHE[795390, 798360]
GS.WXT.2008191000000.BHE[844750, 846970]
GS.WXT.2008191000000.BHE[1082605, 1084345]
GS.WXT.2008191000000.BHE[1788865, 1790575]
GS.WXT.2008191000000.BHE[1835025, 1839705]
GS.WXT.2008191000000.BHE[1936390, 1938400]
GS.WXT.2008191000000.BHE[2446905, 2449995]
GS.WXT.2008191000000.BHE[2983085, 2985065]
GS.WXT.2008191000000.BHE[3063565, 3066175]
GS.WXT.2008191000000.BHE[3134615, 3137495]
GS.WXT.2008191000000.BHE[3572990, 3575180]
GS.WXT.2008191000000.BHE[4037875, 4039795]
GS.WXT.2008191000000.BHE[4545745, 4547545]
GS.WXT.2008191000000.BHE[5875885, 5877985]
GS.WXT.2008191000000.BHE[6255140, 6257540]
GS.WXT.2008191000000.BHE[6347760, 6349800]
GS.WXT.2008191000000.BHE[6407625, 6410895]
GS.WXT.2008191000000.BHE[6411055, 6412885]
GS.WXT.2008191000000.BHE[6471935, 6473195]
GS.WXT.2008191000000.BHE[6511635, 6513465]
GS.WXT.2008191000000.BHE[6552655, 6553885]
GS.WXT.2008191000000.BHE[7160920, 7162870]
GS.WXT.2008191000000.BHE[7194990, 7197060]
GS.WXT.2008191000000.BHE[7404130, 7406320]
GS.WXT.2008191000000.BHE[7736595, 7738425]
GS.WXT.2008191000000.BHE[7829535, 7830735]
GS.WXT.2008191000000.BHE[7916100, 7918680]
GS.WXT.2008191000000.BHE[7937795, 7940405]
GS.WXT.2008191000000.BHE[8063325, 8065935]
GS.WXT.2008191000000.BHE[8127200, 8128940]
GS.WXT.2008191000000.BHE[8223830, 8225810]
SN.LUYA.2008183000000.BHZ[3813230, 3821180]
SN.LUYA.2008183000000.BHZ[8309605, 8312305]
GS.WDT.2008199000000.BHN[0, 408850]
GS.WDT.2008199000000.BHN[0, 2717150]
GS.WDT.2008199000000.BHN[2142900, 5706300]
GS.WDT.2008199000000.BHN[5184065, 8639975]
GS.WXT.2008208000000.BHE[23195, 24725]
GS.WXT.2008208000000.BHE[61565, 62735]
GS.WXT.2008208000000.BHE[80685, 82905]
GS.WXT.2008208000000.BHE[101600, 104780]
GS.WXT.2008208000000.BHE[199545, 201465]
GS.WXT.2008208000000.BHE[340955, 343295]
GS.WXT.2008208000000.BHE[450130, 453310]
GS.WXT.2008208000000.BHE[728290, 730330]
GS.WXT.2008208000000.BHE[833605, 836545]
GS.WXT.2008208000000.BHE[1291910, 1294370]
GS.WXT.2008208000000.BHE[2118595, 2121535]
GS.WXT.2008208000000.BHE[2179575, 2181225]
GS.WXT.2008208000000.BHE[2858705, 2860595]
GS.WXT.2008208000000.BHE[2923915, 2926405]
GS.WXT.2008208000000.BHE[2929640, 2930960]
GS.WXT.2008208000000.BHE[2956475, 2958185]
GS.WXT.2008208000000.BHE[3010925, 3012695]
GS.WXT.2008208000000.BHE[3054305, 3056555]
GS.WXT.2008208000000.BHE[3059330, 3061040]
GS.WXT.2008208000000.BHE[3606890, 3609530]
GS.WXT.2008208000000.BHE[3622230, 3624360]
GS.WXT.2008208000000.BHE[3719655, 3721815]
GS.WXT.2008208000000.BHE[3758610, 3759810]
GS.WXT.2008208000000.BHE[3765905, 3767735]
GS.WXT.2008208000000.BHE[3869175, 3871425]
GS.WXT.2008208000000.BHE[3969335, 3971225]
GS.WXT.2008208000000.BHE[4108335, 4111545]
GS.WXT.2008208000000.BHE[4556080, 4558420]
GS.WXT.2008208000000.BHE[4683245, 4684805]
GS.WXT.2008208000000.BHE[5473765, 5476315]
GS.WXT.2008208000000.BHE[5575325, 5578145]
GS.WXT.2008208000000.BHE[5791580, 5793170]
GS.WXT.2008208000000.BHE[5836455, 5837805]
GS.WXT.2008208000000.BHE[6150625, 6152995]
GS.WXT.2008208000000.BHE[6259150, 6261190]
GS.WXT.2008208000000.BHE[6281775, 6283455]
GS.WXT.2008208000000.BHE[6609640, 6611920]
GS.WXT.2008208000000.BHE[6866395, 6867955]
GS.WXT.2008208000000.BHE[7035105, 7036305]
GS.WXT.2008208000000.BHE[7419265, 7422655]
GS.WXT.2008208000000.BHE[7548095, 7550045]
GS.WXT.2008208000000.BHE[7616535, 7619295]
GS.WXT.2008208000000.BHE[7732665, 7734345]
GS.WXT.2008208000000.BHE[7817460, 7819410]
GS.WXT.2008208000000.BHE[8106120, 8108310]
GS.WXT.2008208000000.BHE[8148820, 8150320]
GS.WDT.2008192000000.BHE[1162095, 1163535]
GS.WDT.2008192000000.BHE[1952820, 1954230]
GS.WDT.2008192000000.BHE[2168475, 2171445]
GS.WDT.2008192000000.BHE[2318775, 2324355]
GS.WDT.2008192000000.BHE[7025165, 7027295]
GS.WDT.2008184000000.BHN[7774345, 7777285]
GS.WXT.2008198000000.BHZ[1367535, 1372425]
GS.WXT.2008198000000.BHZ[6985585, 6989305]
GS.WXT.2008198000000.BHZ[7945520, 7948580]
SN.MIAX.2008191000000.BHE[360115, 361675]
SN.MIAX.2008191000000.BHE[428820, 431430]
SN.MIAX.2008191000000.BHE[483455, 485345]
SN.MIAX.2008191000000.BHE[513965, 517415]
SN.MIAX.2008191000000.BHE[532890, 536610]
SN.MIAX.2008191000000.BHE[1472810, 1474730]
SN.MIAX.2008191000000.BHE[2840590, 2845390]
SN.MIAX.2008191000000.BHE[3188715, 3191745]
SN.MIAX.2008191000000.BHE[3397205, 3401165]
SN.MIAX.2008191000000.BHE[3495445, 3498985]
SN.MIAX.2008191000000.BHE[5006405, 5011625]
SN.MIAX.2008191000000.BHE[6355740, 6360030]
SN.MIAX.2008191000000.BHE[7528975, 7533175]
SN.MIAX.2008191000000.BHE[7540295, 7545305]
SN.MIAX.2008191000000.BHE[7658745, 7663605]
SN.MIAX.2008191000000.BHE[7845205, 7848565]
SN.MIAX.2008191000000.BHE[8513775, 8515155]
SN.MIAX.2008191000000.BHE[8526900, 8528310]
SN.MIAX.2008183000000.BHN[170875, 174955]
SN.MIAX.2008183000000.BHN[3883080, 3887100]
SN.MIAX.2008183000000.BHN[4190060, 4196780]
SN.MIAX.2008183000000.BHN[7498000, 7501300]
SN.MIAX.2008183000000.BHN[8309775, 8314335]
SN.MIAX.2008183000000.BHN[8553075, 8557095]
SN.MIAX.2008183000000.BHN[8597125, 8599375]
SN.MIAX.2008198000000.BHZ[6882535, 6887215]
SN.MIAX.2008198000000.BHZ[7337945, 7340105]
GS.WDT.2008205000000.BHZ[0, 5723700]
GS.WDT.2008205000000.BHZ[5184110, 8639990]
SN.LUYA.2008192000000.BHZ[2318820, 2325600]
GS.WXT.2008183000000.BHZ[71635, 73045]
GS.WXT.2008183000000.BHZ[79125, 81795]
GS.WXT.2008183000000.BHZ[231810, 233010]
GS.WXT.2008183000000.BHZ[261310, 264310]
GS.WXT.2008183000000.BHZ[392785, 393985]
GS.WXT.2008183000000.BHZ[445025, 447665]
GS.WXT.2008183000000.BHZ[720055, 722965]
GS.WXT.2008183000000.BHZ[960410, 962480]
GS.WXT.2008183000000.BHZ[1067830, 1071490]
GS.WXT.2008183000000.BHZ[1143680, 1145090]
GS.WXT.2008183000000.BHZ[1290110, 1292930]
GS.WXT.2008183000000.BHZ[1303775, 1305965]
GS.WXT.2008183000000.BHZ[1369580, 1372700]
GS.WXT.2008183000000.BHZ[1527425, 1528835]
GS.WXT.2008183000000.BHZ[1819655, 1821935]
GS.WXT.2008183000000.BHZ[1914930, 1917900]
GS.WXT.2008183000000.BHZ[1917630, 1919520]
GS.WXT.2008183000000.BHZ[2357810, 2360000]
GS.WXT.2008183000000.BHZ[2716740, 2718990]
GS.WXT.2008183000000.BHZ[2728825, 2730535]
GS.WXT.2008183000000.BHZ[2792275, 2794795]
GS.WXT.2008183000000.BHZ[2906540, 2908040]
GS.WXT.2008183000000.BHZ[2998055, 3001775]
GS.WXT.2008183000000.BHZ[3047455, 3049795]
GS.WXT.2008183000000.BHZ[3285575, 3287525]
GS.WXT.2008183000000.BHZ[3318665, 3320375]
GS.WXT.2008183000000.BHZ[3337835, 3342305]
GS.WXT.2008183000000.BHZ[3565465, 3568465]
GS.WXT.2008183000000.BHZ[3825955, 3830395]
GS.WXT.2008183000000.BHZ[3962735, 3965165]
GS.WXT.2008183000000.BHZ[3979555, 3981055]
GS.WXT.2008183000000.BHZ[3995310, 3999000]
GS.WXT.2008183000000.BHZ[4016165, 4017485]
GS.WXT.2008183000000.BHZ[4092565, 4094905]
GS.WXT.2008183000000.BHZ[4170145, 4174855]
GS.WXT.2008183000000.BHZ[4454405, 4457195]
GS.WXT.2008183000000.BHZ[4518950, 4521350]
GS.WXT.2008183000000.BHZ[5867750, 5870000]
GS.WXT.2008183000000.BHZ[6080215, 6084205]
GS.WXT.2008183000000.BHZ[6117280, 6120400]
GS.WXT.2008183000000.BHZ[6128870, 6133220]
GS.WXT.2008183000000.BHZ[6147235, 6151675]
GS.WXT.2008183000000.BHZ[6366885, 6369135]
GS.WXT.2008183000000.BHZ[6553800, 6556800]
GS.WXT.2008183000000.BHZ[6583120, 6586630]
GS.WXT.2008183000000.BHZ[6680510, 6683300]
GS.WXT.2008183000000.BHZ[7078350, 7081380]
GS.WXT.2008183000000.BHZ[7378770, 7381380]
GS.WXT.2008183000000.BHZ[7504045, 7506235]
GS.WXT.2008183000000.BHZ[7576675, 7580065]
GS.WXT.2008183000000.BHZ[7629075, 7630725]
GS.WXT.2008183000000.BHZ[7903425, 7905645]
GS.WXT.2008183000000.BHZ[8448985, 8450155]
GS.WXT.2008183000000.BHZ[8452370, 8453690]
SN.LUYA.2008200000000.BHN[6624765, 6629865]
GS.WXT.2008191000000.BHN[70465, 72445]
GS.WXT.2008191000000.BHN[124500, 126270]
GS.WXT.2008191000000.BHN[273695, 279065]
GS.WXT.2008191000000.BHN[314025, 315915]
GS.WXT.2008191000000.BHN[354085, 357295]
GS.WXT.2008191000000.BHN[385690, 386950]
GS.WXT.2008191000000.BHN[480495, 482415]
GS.WXT.2008191000000.BHN[729405, 731415]
GS.WXT.2008191000000.BHN[795750, 798090]
GS.WXT.2008191000000.BHN[844820, 846410]
GS.WXT.2008191000000.BHN[874470, 875850]
GS.WXT.2008191000000.BHN[998435, 999815]
GS.WXT.2008191000000.BHN[1082135, 1084655]
GS.WXT.2008191000000.BHN[1400860, 1403200]
GS.WXT.2008191000000.BHN[1837785, 1839345]
GS.WXT.2008191000000.BHN[2067685, 2069575]
GS.WXT.2008191000000.BHN[2256215, 2258735]
GS.WXT.2008191000000.BHN[2446910, 2449760]
GS.WXT.2008191000000.BHN[2613075, 2614785]
GS.WXT.2008191000000.BHN[2874550, 2875870]
GS.WXT.2008191000000.BHN[2983375, 2984815]
GS.WXT.2008191000000.BHN[3063875, 3065735]
GS.WXT.2008191000000.BHN[3097465, 3099025]
GS.WXT.2008191000000.BHN[3098890, 3101320]
GS.WXT.2008191000000.BHN[3173985, 3177075]
GS.WXT.2008191000000.BHN[3185190, 3189870]
GS.WXT.2008191000000.BHN[3573165, 3575085]
GS.WXT.2008191000000.BHN[3802115, 3804035]
GS.WXT.2008191000000.BHN[3875680, 3878440]
GS.WXT.2008191000000.BHN[4038055, 4039555]
GS.WXT.2008191000000.BHN[4395055, 4396915]
GS.WXT.2008191000000.BHN[5876180, 5877350]
GS.WXT.2008191000000.BHN[6131725, 6132955]
GS.WXT.2008191000000.BHN[6132605, 6134945]
GS.WXT.2008191000000.BHN[6175755, 6179535]
GS.WXT.2008191000000.BHN[6254390, 6257180]
GS.WXT.2008191000000.BHN[6408440, 6410450]
GS.WXT.2008191000000.BHN[6411445, 6412765]
GS.WXT.2008191000000.BHN[6511895, 6513335]
GS.WXT.2008191000000.BHN[6539390, 6540800]
GS.WXT.2008191000000.BHN[6552060, 6553860]
GS.WXT.2008191000000.BHN[6971160, 6972750]
GS.WXT.2008191000000.BHN[7404440, 7406300]
GS.WXT.2008191000000.BHN[7538790, 7543320]
GS.WXT.2008191000000.BHN[7736755, 7738195]
GS.WXT.2008191000000.BHN[7916740, 7918270]
GS.WXT.2008191000000.BHN[7938340, 7939990]
GS.WXT.2008191000000.BHN[8063415, 8065545]
GS.WXT.2008191000000.BHN[8073175, 8074945]
GS.WXT.2008191000000.BHN[8127225, 8128875]
GS.WXT.2008191000000.BHN[8194320, 8195940]
GS.WXT.2008191000000.BHN[8224050, 8225820]
GS.WXT.2008191000000.BHN[8270345, 8272295]
SN.LUYA.2008184000000.BHE[6584575, 6588595]
SN.LUYA.2008184000000.BHE[7774645, 7779985]
SN.LUYA.2008184000000.BHE[8637355, 8639995]
GS.WXT.2008200000000.BHE[5495, 6665]
GS.WXT.2008200000000.BHE[24985, 29665]
GS.WXT.2008200000000.BHE[41690, 43970]
GS.WXT.2008200000000.BHE[46455, 48225]
GS.WXT.2008200000000.BHE[74710, 76000]
GS.WXT.2008200000000.BHE[92945, 94835]
GS.WXT.2008200000000.BHE[94685, 98645]
GS.WXT.2008200000000.BHE[100930, 105220]
GS.WXT.2008200000000.BHE[120005, 122585]
GS.WXT.2008200000000.BHE[258735, 262335]
GS.WXT.2008200000000.BHE[452135, 453905]
GS.WXT.2008200000000.BHE[456660, 458430]
GS.WXT.2008200000000.BHE[458140, 462400]
GS.WXT.2008200000000.BHE[475430, 476690]
GS.WXT.2008200000000.BHE[507015, 508185]
GS.WXT.2008200000000.BHE[604085, 606335]
GS.WXT.2008200000000.BHE[628400, 633530]
GS.WXT.2008200000000.BHE[690185, 694145]
GS.WXT.2008200000000.BHE[694320, 695490]
GS.WXT.2008200000000.BHE[1047295, 1050745]
GS.WXT.2008200000000.BHE[1252655, 1256345]
GS.WXT.2008200000000.BHE[1366055, 1367915]
GS.WXT.2008200000000.BHE[1456660, 1457950]
GS.WXT.2008200000000.BHE[1467750, 1470090]
GS.WXT.2008200000000.BHE[1664110, 1665700]
GS.WXT.2008200000000.BHE[1850810, 1852580]
GS.WXT.2008200000000.BHE[1893300, 1895970]
GS.WXT.2008200000000.BHE[2265460, 2267500]
GS.WXT.2008200000000.BHE[2505935, 2508035]
GS.WXT.2008200000000.BHE[2507590, 2510470]
GS.WXT.2008200000000.BHE[2598435, 2603445]
GS.WXT.2008200000000.BHE[2693245, 2696515]
GS.WXT.2008200000000.BHE[2802085, 2803315]
GS.WXT.2008200000000.BHE[2888310, 2891880]
GS.WXT.2008200000000.BHE[2916720, 2918490]
GS.WXT.2008200000000.BHE[2984445, 2986515]
GS.WXT.2008200000000.BHE[3190630, 3198940]
GS.WXT.2008200000000.BHE[3391430, 3395750]
GS.WXT.2008200000000.BHE[3456790, 3458530]
GS.WXT.2008200000000.BHE[3483555, 3485025]
GS.WXT.2008200000000.BHE[3502000, 3506230]
GS.WXT.2008200000000.BHE[3617640, 3620190]
GS.WXT.2008200000000.BHE[4038200, 4042220]
GS.WXT.2008200000000.BHE[5801455, 5803045]
GS.WXT.2008200000000.BHE[6363780, 6367530]
GS.WXT.2008200000000.BHE[6495555, 6497865]
GS.WXT.2008200000000.BHE[6927135, 6928605]
GS.WXT.2008200000000.BHE[7177435, 7179355]
GS.WXT.2008200000000.BHE[7223550, 7225530]
GS.WXT.2008200000000.BHE[7270825, 7273285]
GS.WXT.2008200000000.BHE[8045320, 8046640]
GS.WXT.2008200000000.BHE[8625665, 8627075]
SN.MIAX.2008210000000.BHN[1383355, 1384555]
SN.MIAX.2008210000000.BHN[2237485, 2239195]
SN.MIAX.2008210000000.BHN[2487835, 2491075]
SN.MIAX.2008210000000.BHN[4493510, 4498040]
SN.MIAX.2008210000000.BHN[6643510, 6645280]
SN.MIAX.2008210000000.BHN[7880115, 7882905]
GS.WDT.2008192000000.BHN[2138560, 2140570]
GS.WDT.2008192000000.BHN[2168345, 2171285]
GS.WDT.2008192000000.BHN[2318745, 2324265]
GS.WXT.2008208000000.BHN[135260, 137900]
GS.WXT.2008208000000.BHN[199655, 200915]
GS.WXT.2008208000000.BHN[229755, 231705]
GS.WXT.2008208000000.BHN[251385, 253215]
GS.WXT.2008208000000.BHN[451185, 452505]
GS.WXT.2008208000000.BHN[470070, 471780]
GS.WXT.2008208000000.BHN[572630, 575390]
GS.WXT.2008208000000.BHN[623465, 624725]
GS.WXT.2008208000000.BHN[833790, 836130]
GS.WXT.2008208000000.BHN[888575, 890045]
GS.WXT.2008208000000.BHN[1048355, 1051205]
GS.WXT.2008208000000.BHN[1292340, 1294200]
GS.WXT.2008208000000.BHN[1309220, 1310870]
GS.WXT.2008208000000.BHN[1706045, 1708745]
GS.WXT.2008208000000.BHN[1845820, 1847620]
GS.WXT.2008208000000.BHN[2119135, 2121535]
GS.WXT.2008208000000.BHN[2242325, 2244935]
GS.WXT.2008208000000.BHN[2398490, 2399870]
GS.WXT.2008208000000.BHN[2553440, 2557910]
GS.WXT.2008208000000.BHN[2797025, 2798285]
GS.WXT.2008208000000.BHN[2924805, 2926305]
GS.WXT.2008208000000.BHN[2941890, 2944470]
GS.WXT.2008208000000.BHN[3010810, 3012490]
GS.WXT.2008208000000.BHN[3043790, 3046520]
GS.WXT.2008208000000.BHN[3054735, 3056295]
GS.WXT.2008208000000.BHN[3059475, 3060675]
GS.WXT.2008208000000.BHN[3244620, 3247740]
GS.WXT.2008208000000.BHN[3276800, 3279200]
GS.WXT.2008208000000.BHN[3442470, 3443820]
GS.WXT.2008208000000.BHN[3496855, 3499585]
GS.WXT.2008208000000.BHN[3607210, 3608560]
GS.WXT.2008208000000.BHN[3642365, 3644075]
GS.WXT.2008208000000.BHN[3869360, 3870800]
GS.WXT.2008208000000.BHN[3969320, 3970520]
GS.WXT.2008208000000.BHN[4019535, 4021275]
GS.WXT.2008208000000.BHN[4109180, 4110860]
GS.WXT.2008208000000.BHN[4480670, 4482440]
GS.WXT.2008208000000.BHN[4556270, 4557890]
GS.WXT.2008208000000.BHN[4909870, 4911190]
GS.WXT.2008208000000.BHN[5041875, 5044785]
GS.WXT.2008208000000.BHN[5575570, 5577640]
GS.WXT.2008208000000.BHN[5791730, 5793050]
GS.WXT.2008208000000.BHN[5866925, 5868515]
GS.WXT.2008208000000.BHN[6062405, 6065705]
GS.WXT.2008208000000.BHN[6082430, 6084350]
GS.WXT.2008208000000.BHN[6143565, 6145005]
GS.WXT.2008208000000.BHN[6150920, 6152540]
GS.WXT.2008208000000.BHN[6259315, 6260875]
GS.WXT.2008208000000.BHN[6520715, 6523445]
GS.WXT.2008208000000.BHN[6609885, 6611535]
GS.WXT.2008208000000.BHN[6795560, 6797870]
GS.WXT.2008208000000.BHN[6866390, 6868010]
GS.WXT.2008208000000.BHN[7420385, 7421825]
GS.WXT.2008208000000.BHN[7617140, 7618880]
GS.WXT.2008208000000.BHN[7817585, 7819235]
GS.WXT.2008208000000.BHN[8036635, 8039455]
GS.WXT.2008208000000.BHN[8106810, 8108040]
GS.WXT.2008208000000.BHN[8118445, 8119615]
GS.WXT.2008208000000.BHN[8174405, 8176475]
GS.WXT.2008208000000.BHN[8263570, 8265850]
SN.MIAX.2008191000000.BHN[73650, 75090]
SN.MIAX.2008191000000.BHN[274040, 278660]
SN.MIAX.2008191000000.BHN[277885, 282775]
SN.MIAX.2008191000000.BHN[428885, 431435]
SN.MIAX.2008191000000.BHN[768560, 771650]
SN.MIAX.2008191000000.BHN[950025, 955485]
SN.MIAX.2008191000000.BHN[1472810, 1476140]
SN.MIAX.2008191000000.BHN[1632845, 1634105]
SN.MIAX.2008191000000.BHN[1696945, 1699495]
SN.MIAX.2008191000000.BHN[4654770, 4658490]
SN.MIAX.2008191000000.BHN[5006825, 5011235]
SN.MIAX.2008191000000.BHN[7529420, 7532840]
SN.MIAX.2008191000000.BHN[7659355, 7663105]
SN.MIAX.2008183000000.BHZ[1394210, 1398380]
SN.MIAX.2008183000000.BHZ[2032135, 2042875]
SN.MIAX.2008183000000.BHZ[4191865, 4193455]
SN.MIAX.2008183000000.BHZ[6077770, 6080170]
SN.MIAX.2008183000000.BHZ[6962755, 6969355]
SN.MIAX.2008183000000.BHZ[7990175, 7995215]
GS.WDT.2008206000000.BHE[0, 408800]
GS.WDT.2008206000000.BHE[428445, 454575]
GS.WDT.2008199000000.BHZ[0, 408775]
GS.WDT.2008199000000.BHZ[0, 2717000]
GS.WDT.2008199000000.BHZ[2142900, 5706300]
GS.WDT.2008199000000.BHZ[5184115, 8639995]
SN.LUYA.2008193000000.BHE[7199220, 7203480]
GS.WXT.2008184000000.BHE[140315, 142265]
GS.WXT.2008184000000.BHE[341145, 343065]
GS.WXT.2008184000000.BHE[396985, 398425]
GS.WXT.2008184000000.BHE[497630, 498920]
GS.WXT.2008184000000.BHE[512385, 514395]
GS.WXT.2008184000000.BHE[555790, 557200]
GS.WXT.2008184000000.BHE[708350, 710030]
GS.WXT.2008184000000.BHE[738985, 740995]
GS.WXT.2008184000000.BHE[776435, 778655]
GS.WXT.2008184000000.BHE[808120, 813610]
GS.WXT.2008184000000.BHE[917170, 918940]
GS.WXT.2008184000000.BHE[936280, 937510]
GS.WXT.2008184000000.BHE[937440, 940050]
GS.WXT.2008184000000.BHE[1552170, 1554780]
GS.WXT.2008184000000.BHE[1643815, 1645045]
GS.WXT.2008184000000.BHE[1731990, 1734000]
GS.WXT.2008184000000.BHE[1815830, 1817450]
GS.WXT.2008184000000.BHE[1906120, 1908790]
GS.WXT.2008184000000.BHE[1931285, 1933055]
