GS.WDT.2008215000000.BHN|[]
GS.WXT.2008184000000.BHE|[[41000, 44025], [51175, 56300], [140640, 142265], [210000, 215150], [230965, 234190], [242635, 251060], [341465, 343065], [397225, 398425], [497845, 498920], [512720, 514395], [556025, 557200], [609930, 611655], [632205, 635305], [663925, 668050], [701985, 705035], [708630, 710030], [739320, 740995], [744535, 752110], [776805, 778655], [809035, 813610], [869385, 872760], [917465, 918940], [923710, 936435], [936485, 937510], [937875, 940050], [962700, 969925], [1201760, 1205710], [1257490, 1261815], [1300565, 1305040], [1375125, 1378400], [1499045, 1500920], [1548820, 1552570], [1552605, 1554780], [1614570, 1617745], [1632080, 1636605], [1644020, 1645045], [1668785, 1672260], [1732325, 1734000], [1816100, 1817450], [1850885, 1855435], [1884670, 1886920], [1906565, 1908790], [1931580, 1933055], [1936360, 1937710], [1997715, 2001215], [2025955, 2028605], [2070850, 2072725], [2095440, 2096465], [2156110, 2161660], [2173150, 2177775], [2205890, 2207240], [2219135, 2220235], [2282265, 2287715], [2404475, 2408600], [2449840, 2450990], [2451035, 2453510], [2512635, 2515985], [2560890, 2564915], [2582605, 2585605], [2596360, 2599560], [2669800, 2672275], [2717810, 2721510], [2724540, 2725965], [2767260, 2769935], [2799370, 2801045], [2842990, 2847690], [2989305, 2996880], [3062635, 3065235], [3067175, 3078050], [3098435, 3102360], [3130235, 3139585], [3157290, 3159865], [3230880, 3232905], [3247215, 3248290], [3255975, 3258300], [3258650, 3263950], [3302285, 3307185], [3323635, 3326535], [3334470, 3336795], [3337245, 3344645], [3349135, 3352085], [3353745, 3355845], [3475050, 3476975], [3524385, 3527385], [3641940, 3643440], [3645000, 3648425], [3661990, 3665265], [3807455, 3808755], [3832110, 3835260], [3862725, 3870475], [3870525, 3871625], [3960750, 3964375], [3990420, 3991520], [4031725, 4033825], [4061170, 4063670], [4136065, 4137240], [4218535, 4221885], [4359950, 4361500], [4392740, 4394390], [4424680, 4425755], [4681030, 4689205], [4910355, 4914830], [4977200, 4979925], [5075140, 5084890], [5117515, 5121290], [5191690, 5193840], [5234775, 5238925], [5408065, 5409415], [5600965, 5606790], [5710520, 5714470], [5793020, 5802070], [5808500, 5815375], [5850890, 5852715], [5927865, 5931815], [5953465, 5955915], [6008230, 6009680], [6075595, 6077995], [6092575, 6094575], [6415090, 6418590], [6465950, 6467425], [6536765, 6538690], [6580245, 6581770], [6582220, 6586845], [6618995, 6621970], [6654030, 6657705], [6670745, 6673370], [6701260, 6703410], [6721065, 6724815], [6784260, 6787010], [6895925, 6902550], [6944050, 6947225], [6970635, 6971860], [6998965, 7002790], [7083355, 7085455], [7153705, 7154705], [7302560, 7309160], [7335065, 7338740], [7340770, 7343695], [7369165, 7372490], [7468380, 7473455], [7505105, 7507130], [7508800, 7510100], [7510135, 7512860], [7513020, 7515945], [7550330, 7552030], [7654585, 7657085], [7659255, 7666930], [7669345, 7671695], [7771110, 7777360], [7858180, 7860580], [7929135, 7943435], [7973945, 7976145], [7976570, 7979570], [8003450, 8012275], [8054520, 8055920], [8164195, 8165645], [8187440, 8189890], [8205665, 8207390], [8212885, 8214585], [8237875, 8240450], [8273530, 8276355], [8301975, 8305100], [8367365, 8370065], [8370095, 8372070], [8391525, 8396725], [8423690, 8426315], [8444415, 8450890], [8548465, 8549515], [8564220, 8565970], [8619355, 8620480], [8629240, 8630515], [8636855, 8639980]]
SN.LUYA.2008184000000.BHN|[[54610, 57735], [745810, 752660], [925375, 936800], [964745, 970145], [1258655, 1263155], [1301485, 1305660], [1383935, 1385285], [1615080, 1618980], [1633380, 1637655], [1668685, 1673285], [1805220, 1806520], [1855135, 1857735], [2157455, 2163805], [2174380, 2179130], [2285950, 2288750], [2407140, 2409890], [2515745, 2517720], [2560840, 2565815], [2720170, 2723245], [2845885, 2848560], [2992685, 2999385], [3067115, 3078390], [3101975, 3104075], [3131790, 3140490], [3258070, 3265470], [3302490, 3307865], [3339020, 3345795], [3645680, 3649730], [3809585, 3813710], [3865125, 3873575], [3961340, 3964840], [4106795, 4107995], [4219675, 4222825], [4358760, 4362160], [4682590, 4691090], [4911580, 4916405], [5076070, 5086545], [5794450, 5803250], [5809235, 5816310], [6585390, 6589015], [6619765, 6622565], [6725120, 6727045], [6897145, 6903520], [6945035, 6948185], [7304140, 7310990], [7469850, 7474375], [7661945, 7669295], [7775985, 7779610], [7930235, 7944585], [8004615, 8014140], [8049225, 8051750], [8188220, 8190845], [8237940, 8241065], [8273695, 8276820], [8395140, 8404765], [8430000, 8431000], [8431065, 8434890], [8445810, 8452560], [8460600, 8461575], [8637760, 8639985]]
GS.WDT.2008185000000.BHE|[[15610, 22285], [38070, 41370], [180000, 185025], [215000, 220050], [611510, 616485], [833695, 839145], [1041470, 1042870], [1138335, 1143085], [1293350, 1296950], [1328935, 1330585], [1381265, 1393040], [1475530, 1480405], [1493535, 1504760], [1614855, 1616355], [1735055, 1738630], [2123050, 2126675], [2496980, 2504255], [2655750, 2657925], [2842485, 2844960], [2958955, 2963755], [3189825, 3192975], [3347385, 3354710], [3828190, 3831115], [3879330, 3889430], [4510535, 4513285], [4639360, 4647210], [4650320, 4654895], [4993935, 4999285], [5391615, 5398065], [5830170, 5831720], [5988325, 5991250], [6036835, 6039160], [6228565, 6229965], [6261320, 6267470], [6438510, 6442760], [6576785, 6582335], [7084530, 7088580], [7188255, 7191505], [7252830, 7257280], [7911165, 7920240], [8108030, 8114005], [8480235, 8482435]]
SN.MIAX.2008184000000.BHE|[[54925, 58075], [227055, 230455], [230640, 236815], [746430, 754305], [925940, 938815], [964770, 971470], [1194795, 1197970], [1199615, 1201640], [1258910, 1263135], [1302015, 1306365], [1634180, 1638655], [1669380, 1673380], [1854900, 1858925], [2158065, 2163965], [2175615, 2179615], [2561490, 2566590], [2597770, 2598870], [2599970, 2601945], [2846495, 2848870], [2991185, 3000385], [3068025, 3080350], [3132270, 3141720], [3259525, 3266400], [3303150, 3308050], [3339685, 3347060], [3418825, 3421750], [3424625, 3426875], [3646525, 3649900], [3808730, 3815280], [3864520, 3874820], [4683040, 4692940], [4913780, 4916405], [5076655, 5086930], [5188895, 5195770], [5239205, 5241955], [5527295, 5529420], [5602685, 5609310], [5794740, 5806515], [5809845, 5817245], [6583275, 6590625], [6725900, 6728750], [6897725, 6905100], [7304740, 7311165], [7472045, 7475395], [7661940, 7670790], [7773565, 7781140], [7930875, 7946325], [8005190, 8015365], [8370550, 8374350], [8396455, 8404805], [8430000, 8431000], [8431065, 8434790], [8446355, 8454355]]
GS.WXT.2008184000000.BHN|[[41020, 44170], [51290, 56290], [210000, 215175], [230910, 233960], [242615, 245740], [245775, 251100], [341510, 342510], [346240, 347290], [512745, 514295], [610295, 612070], [632190, 634340], [663915, 667340], [701975, 704400], [708555, 709555], [744535, 750935], [809590, 810615], [869585, 873685], [923785, 936510], [938230, 939630], [962725, 967500], [1201830, 1205530], [1257485, 1260860], [1300545, 1304670], [1375155, 1378055], [1499005, 1500305], [1548805, 1554605], [1615190, 1617665], [1632080, 1636280], [1668875, 1672175], [1732540, 1733740], [1816210, 1817385], [1850870, 1854945], [1885015, 1886415], [1906810, 1908635], [1997905, 2001355], [2026040, 2028890], [2071020, 2072670], [2095445, 2096670], [2156105, 2160980], [2173230, 2176855], [2282270, 2286820], [2404460, 2408610], [2449935, 2453210], [2512655, 2516180], [2560910, 2564385], [2583225, 2584950], [2596620, 2598820], [2669940, 2672540], [2717785, 2721735], [2724945, 2726070], [2767260, 2770235], [2799760, 2800835], [2842990, 2847015], [2869555, 2870705], [2989285, 2995485], [3063060, 3064535], [3067200, 3076725], [3098300, 3102175], [3130250, 3139025], [3156780, 3159480], [3231035, 3232785], [3246995, 3248620], [3255765, 3258065], [3258690, 3263740], [3302280, 3306855], [3324050, 3326150], [3334520, 3336570], [3337235, 3343160], [3349750, 3351575], [3353225, 3355850], [3524400, 3527400], [3644970, 3648370], [3661995, 3664870], [3807095, 3808870], [3832385, 3834960], [3863410, 3864910], [3864940, 3870640], [3960755, 3964480], [4032005, 4033330], [4062025, 4063275], [4218555, 4221430], [4392845, 4394220], [4681040, 4688165], [4910380, 4914055], [4977255, 4979605], [5075140, 5083265], [5083300, 5084875], [5117510, 5120535], [5191225, 5193475], [5234670, 5238845], [5408125, 5409125], [5600965, 5606615], [5710515, 5714165], [5793005, 5800830], [5808500, 5814850], [5851035, 5852410], [5927860, 5931685], [5953330, 5955605], [6008255, 6009555], [6076110, 6078310], [6092730, 6094155], [6415100, 6418375], [6580040, 6581065], [6582775, 6586175], [6619150, 6622150], [6654050, 6656925], [6671035, 6672560], [6701005, 6703005], [6721035, 6724935], [6784465, 6787015], [6895925, 6901550], [6944430, 6946980], [6970765, 6971840], [6999140, 7002890], [7083650, 7084825], [7302560, 7308510], [7335065, 7338490], [7340765, 7343240], [7369165, 7371915], [7468390, 7472265], [7505140, 7506665], [7508795, 7509870], [7510570, 7511595], [7550340, 7552165], [7654890, 7656865], [7659910, 7667035], [7667065, 7668090], [7669830, 7671455], [7771110, 7777210], [7858285, 7859910], [7929135, 7943285], [7973950, 7976100], [7977075, 7979300], [8003450, 8012450], [8188090, 8189940], [8205785, 8207085], [8212890, 8214265], [8238140, 8239840], [8273925, 8276250], [8301950, 8304550], [8367730, 8368880], [8370680, 8372080], [8391430, 8396930], [8424280, 8425955], [8444415, 8451615], [8563515, 8566415], [8636865, 8639990]]
SN.LUYA.2008184000000.BHZ|[[745805, 751680], [925370, 935770], [964165, 968740], [1301470, 1306220], [1615090, 1618290], [1633360, 1637460], [1668680, 1673230], [1805205, 1806705], [2157490, 2162790], [2560850, 2565500], [2993190, 2997690], [3067300, 3077375], [3131760, 3138385], [3258810, 3265235], [3302395, 3307820], [3338855, 3344955], [3809550, 3813425], [3864280, 3872105], [4358750, 4362025], [4682570, 4690420], [4911640, 4915665], [5076085, 5085485], [5794340, 5802665], [5809225, 5815050], [6725095, 6727395], [6897130, 6903155], [7304115, 7309940], [7469795, 7474245], [7661545, 7669670], [7775325, 7779450], [7930290, 7943790], [8004605, 8013505], [8049225, 8051400], [8395185, 8404760], [8430000, 8431025], [8431060, 8434885], [8445815, 8452190], [8460600, 8461600]]
GS.WDT.2008185000000.BHN|[[15570, 22845], [38065, 41515], [180000, 185225], [215000, 216075], [216120, 220045], [611515, 616065], [833900, 838375], [1041400, 1043225], [1138325, 1143125], [1293170, 1296745], [1328925, 1329975], [1381260, 1389810], [5830285, 5831960], [5988555, 5990980], [6036920, 6038770], [6228560, 6230260], [6261310, 6267460], [6438495, 6442445], [6576795, 6582245], [7084785, 7088785], [7187825, 7191550], [7252820, 7257370], [7695890, 7697365], [7911185, 7920385], [8108015, 8114415], [8479915, 8482490], [8520700, 8522400], [8632890, 8635140]]
SN.MIAX.2008184000000.BHN|[[228510, 236260], [245965, 247290], [670845, 674295], [746460, 753235], [925985, 938235], [964820, 970045], [1194925, 1197575], [1302045, 1306470], [1634340, 1638765], [2159620, 2163645], [2561525, 2565475], [2846635, 2849910], [2993120, 2999645], [3068045, 3079195], [3132355, 3141480], [3259510, 3266310], [3303180, 3307605], [3340730, 3347230], [3419280, 3422380], [3424760, 3427060], [3647920, 3650345], [3808730, 3814205], [3864645, 3873895], [4683460, 4690835], [5076655, 5086980], [5188895, 5196195], [5239565, 5241390], [5602730, 5609205], [5794805, 5804855], [5809855, 5817655], [6585620, 6589920], [6725880, 6728080], [6897740, 6903215], [7304770, 7310870], [7472240, 7475165], [7662995, 7670670], [7776495, 7780445], [7930915, 7945540], [8005230, 8014730], [8370635, 8373835], [8395190, 8396190], [8396230, 8401030], [8401080, 8404780], [8430000, 8431000], [8431055, 8434755], [8446385, 8453835]]
GS.WXT.2008184000000.BHZ|[[41025, 44200], [51305, 56205], [140685, 141860], [210000, 211050], [211100, 215175], [230895, 234195], [242635, 251060], [341465, 342915], [346190, 347265], [512705, 514605], [609900, 611700], [632170, 634945], [663900, 667975], [701965, 705315], [708385, 710085], [739410, 740985], [744550, 751275], [776725, 778375], [869585, 873585], [924010, 935185], [937300, 939450], [962725, 969600], [1201660, 1207435], [1257475, 1261350], [1300565, 1305140], [1337370, 1338395], [1375240, 1378390], [1498965, 1500565], [1548790, 1554840], [1614560, 1617860], [1632095, 1636745], [1668785, 1672185], [1732145, 1733645], [1815865, 1817340], [1850845, 1855320], [1885115, 1886790], [1905860, 1908685], [1997695, 2001270], [2025945, 2029095], [2070490, 2072640], [2095020, 2096420], [2156090, 2161565], [2173070, 2177545], [2206215, 2207315], [2282265, 2287015], [2404445, 2408620], [2449810, 2453210], [2512635, 2517135], [2560880, 2564430], [2582515, 2585165], [2596115, 2599040], [2669790, 2671915], [2717785, 2721510], [2724675, 2725950], [2767255, 2770380], [2842985, 2848085], [2989270, 2995770], [2995815, 2997915], [3062220, 3064895], [3067175, 3077075], [3098250, 3102325], [3130250, 3139100], [3155930, 3159230], [3229555, 3230780], [3230820, 3233445], [3247190, 3248440], [3255480, 3264405], [3302285, 3306935], [3323635, 3326510], [3334220, 3336145], [3337225, 3343525], [3349140, 3351390], [3353540, 3355840], [3475190, 3476390], [3524375, 3527000], [3629545, 3630970], [3641865, 3643715], [3644975, 3648450], [3661995, 3664820], [3807015, 3809265], [3832105, 3834830], [3862685, 3870810], [3870850, 3872325], [3960730, 3964655], [4031710, 4033535], [4061130, 4063455], [4136060, 4137060], [4218550, 4221875], [4360145, 4361620], [4392610, 4394035], [4681015, 4689015], [4910355, 4914680], [4976805, 4979905], [5075140, 5084190], [5117495, 5120970], [5190405, 5193980], [5234650, 5239425], [5600990, 5607290], [5710520, 5714145], [5792990, 5801665], [5808500, 5815750], [5850745, 5852420], [5927850, 5931550], [5952800, 5955425], [6007920, 6009895], [6075380, 6078355], [6092485, 6094810], [6415090, 6418290], [6465980, 6467380], [6536610, 6538610], [6580015, 6586915], [6619000, 6622125], [6654050, 6658000], [6669795, 6670895], [6671125, 6673125], [6699865, 6703590], [6721850, 6724925], [6784125, 6786775], [6895920, 6901345], [6943920, 6947270], [6970510, 6971960], [6998880, 7002830], [7083055, 7085180], [7153690, 7154690], [7302530, 7308605], [7335050, 7338250], [7340770, 7343495], [7369175, 7372500], [7468385, 7473160], [7505000, 7506575], [7508400, 7510200], [7510325, 7513025], [7513095, 7515395], [7549780, 7551580], [7654105, 7657205], [7659210, 7667235], [7667280, 7668555], [7668970, 7671870], [7771100, 7777350], [7858085, 7860560], [7929135, 7942885], [7973480, 7976130], [7976560, 7979235], [8003450, 8012300], [8054465, 8055690], [8187450, 8190175], [8205460, 8207735], [8212755, 8214305], [8237915, 8240515], [8273520, 8276245], [8301665, 8305065], [8367915, 8369715], [8369760, 8372035], [8374410, 8375560], [8391240, 8397265], [8423425, 8426100], [8444390, 8450915], [8548225, 8549525], [8563445, 8564970], [8629150, 8630275], [8636850, 8639975]]
SN.LUYA.2008185000000.BHE|[[16260, 24535], [38335, 44210], [181330, 186255], [480115, 484440], [611630, 619105], [833780, 840105], [1138885, 1148535], [1293830, 1299305], [1382130, 1393255], [1476400, 1481125], [1494285, 1506410], [1735260, 1740935], [1748835, 1751760], [2123225, 2129225], [2497335, 2505585], [2655305, 2659980], [2842540, 2846790], [2959830, 2965480], [3190175, 3194550], [3347715, 3356965], [3719560, 3721335], [3828460, 3831835], [3851290, 3855890], [3879975, 3889875], [3920520, 3924245], [4423725, 4426375], [4510725, 4515675], [4639595, 4649520], [4650390, 4656015], [4849620, 4851545], [4994820, 5001570], [5048235, 5052610], [5136650, 5139825], [5196495, 5200670], [5391765, 5401015], [5988485, 5992235], [6036645, 6040520], [6262180, 6269680], [6438965, 6445165], [6576690, 6583590], [6989045, 6992045], [7085325, 7091300], [7188520, 7193520], [7253265, 7258865], [7269610, 7273485], [7612005, 7615780], [7911425, 7922550], [8108890, 8117015], [8479810, 8484060], [8632270, 8636295]]
GS.WDT.2008185000000.BHZ|[[15560, 21685], [38040, 42165], [180000, 185025], [215000, 216050], [216100, 219975], [611490, 616015], [833705, 838380], [1138310, 1142985], [1293020, 1296895], [1381280, 1392480], [1475520, 1479995], [1493480, 1503355], [1734965, 1738965], [2124020, 2126245], [2148565, 2149690], [2496980, 2504055], [2841760, 2844235], [2958955, 2962880], [3189750, 3192950], [3347360, 3354510], [3827540, 3830340], [3879310, 3887685], [4639355, 4646205], [4650295, 4655220], [4993890, 4999190], [5391590, 5398340], [5987955, 5990930], [6261315, 6267190], [6438495, 6442895], [6576770, 6582220], [7084445, 7088170], [7187605, 7190830], [7252800, 7257600], [7911165, 7920290], [8108000, 8114600], [8479145, 8482670]]
SN.MIAX.2008184000000.BHZ|[[232380, 234880], [746450, 751775], [925960, 934810], [1195260, 1197585], [2158780, 2162005], [2561500, 2564775], [2993945, 2999320], [3068030, 3078805], [3132360, 3139885], [3259545, 3265545], [3303200, 3307475], [3340420, 3346145], [3419675, 3421725], [3808735, 3813660], [3866540, 3873015], [4683060, 4690960], [5076660, 5086185], [5188870, 5194945], [5602675, 5608025], [5794755, 5803730], [5809850, 5815100], [6585605, 6588480], [6897725, 6903600], [7304755, 7310155], [7661920, 7664270], [7664300, 7670125], [7930870, 7944320], [8005220, 8013920], [8395190, 8396215], [8396265, 8401015], [8401050, 8404750], [8430000, 8431000], [8431075, 8434775], [8446365, 8452540], [8460600, 8461575]]
GS.WXT.2008185000000.BHE|[[13170, 32445], [37750, 45700], [71740, 75265], [81490, 85265], [180175, 187350], [210000, 215225], [245325, 255350], [302015, 306315], [344910, 348735], [379540, 386590], [432035, 437310], [476215, 485890], [502850, 504825], [603140, 606965], [611335, 620435], [623545, 627595], [627640, 628840], [632570, 634320], [671915, 680115], [761865, 763765], [776505, 780555], [782855, 787180], [831470, 841995], [842045, 847895], [848000, 852525], [852935, 857110], [857160, 859310], [864980, 874455], [874490, 883190], [887585, 891535], [907580, 913280], [914410, 915710], [917460, 924660], [924875, 926025], [926330, 928180], [928215, 933690], [934185, 935460], [936205, 941705], [959815, 961065], [970445, 974120], [979675, 983950], [1004265, 1007915], [1007955, 1015280], [1015455, 1019005], [1038500, 1047450], [1052470, 1054845], [1056805, 1060130], [1060180, 1069180], [1069320, 1073495], [1074900, 1083775], [1086035, 1087485], [1099840, 1100815], [1100855, 1101930], [1103935, 1105835], [1108965, 1110715], [1112015, 1117640], [1118100, 1119100], [1119130, 1120530], [1121880, 1125530], [1127600, 1132450], [1137685, 1143135], [1240785, 1244235], [1260485, 1267635], [1269155, 1284055], [1284090, 1285715], [1285750, 1289825], [1289950, 1301400], [1305450, 1306900], [1319105, 1323530], [1325545, 1339220], [1339255, 1341105], [1360170, 1364320], [1380625, 1382800], [5817985, 5824110], [5827760, 5833510], [5879360, 5882560], [5947115, 5950940], [5958275, 5961225], [5987640, 5991515], [6014385, 6017410], [6035625, 6040350], [6042290, 6043865], [6057860, 6060085], [6061815, 6063915], [6208615, 6210140], [6225755, 6231530], [6235980, 6239155], [6260465, 6269915], [6289460, 6294260], [6339440, 6346465], [6363095, 6366770], [6382415, 6383890], [6396840, 6400315], [6438085, 6445210], [6576755, 6584655], [6589370, 6592270], [6676690, 6683065], [6825920, 6829945], [6853160, 6859085], [6988410, 6992010], [7083490, 7090040], [7103885, 7106185], [7186755, 7193405], [7206565, 7209540], [7252480, 7259480], [7268495, 7273320], [7317620, 7320695], [7367320, 7369445], [7374565, 7377465], [7473645, 7476820], [7499190, 7502865], [7517010, 7520510], [7611590, 7615865], [7656535, 7658410], [7679595, 7682095], [7694005, 7699005], [7910935, 7924085], [7932715, 7937015], [7939410, 7944435], [7976875, 7978725], [8092960, 8096810], [8107215, 8115490], [8223935, 8228210], [8246320, 8249220], [8259845, 8263220], [8328600, 8331550], [8345645, 8348920], [8394420, 8398395], [8405810, 8409160], [8466675, 8469550], [8476060, 8484560], [8513545, 8516920], [8519505, 8524130], [8598870, 8607870], [8630590, 8637615]]
